,name,latitude,longitude,city,region,cuisine,url,michelin_stars
359,Danny's Steakhouse,25.082657,121.552765,Taipei,Taipei,Steakhouse,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,1
360,L'Atelier de Joël Robuchon,25.039188,121.56771,Taipei,Taipei,French contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,1
361,Kitcho,25.04429,121.55076000000001,Taipei,Taipei,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,1
362,Tien Hsiang Lo,25.062696,121.529976,Taipei,Taipei,Hang Zhou,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,1
363,Ya Ge,25.06625,121.52533000000001,Taipei,Taipei,Cantonese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,1
364,Da-Wan,25.043018,121.55018999999999,Taipei,Taipei,Barbecue,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,1
365,Sushi Nomura,25.036179999999998,121.55465,Taipei,Taipei,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,1
366,logy,25.035610000000002,121.55323,Taipei,Taipei,Asian contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,1
367,Ming Fu,25.06171,121.52399,Taipei,Taipei,Taiwanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,1
368,Ken An Ho,25.034622,121.55281000000001,Taipei,Taipei,Japanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,1
369,Sushi Ryu,25.055832000000002,121.52723999999999,Taipei,Taipei,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,1
370,MUME,25.036266,121.54808999999999,Taipei,Taipei,European contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,1
371,Impromptu by Paul Lee,25.054289999999998,121.524254,Taipei,Taipei,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,1
372,Longtail,25.023922,121.54841,Taipei,Taipei,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,1
373,Mountain and Sea House,25.038045999999998,121.53139499999999,Taipei,Taipei,Taiwanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,1
374,Da San Yuan,25.042248,121.512215,Taipei,Taipei,Cantonese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,1
375,Tainan Tan Tsu Mien Seafood,25.03799,121.4984,Taipei,Taipei,Seafood,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,1
376,Suan Thip,13.926962,100.502144,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,1
377,Upstairs at Mikkeller,13.727946,100.58844,Bangkok,Thailand,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,1
378,Chim by Siam Wisdom,13.740706,100.56789,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,1
379,R-Haan,13.731805,100.57972,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,1
380,Canvas,13.728886,100.580826,Bangkok,Thailand,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,1
381,Bo.lan,13.726389000000001,100.57799,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,1
382,Sra Bua by Kiin Kiin,13.754137,100.53451,Bangkok,Thailand,Thai Contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,1
383,Elements,13.742977999999999,100.54798000000001,Bangkok,Thailand,French contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,1
384,Paste,13.744594000000001,100.540565,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,1
385,Ginza Sushi ichi,13.744069,100.54092,Bangkok,Thailand,Sushi,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,1
386,Sorn,13.723242,100.56848000000001,Bangkok,Thailand,Southern Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,1
387,Savelberg,13.738216,100.54642,Bangkok,Thailand,French contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,1
388,Saneh Jaan,13.735739,100.54605,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,1
389,Gaa,13.737805999999999,100.54275,Bangkok,Thailand,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,1
390,Methavalai Sorndaeng,13.756321,100.502045,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,1
391,Jay Fai,13.752614000000001,100.50466,Bangkok,Thailand,Street Food,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,1
392,Nahm,13.724357000000001,100.53926,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,1
393,J'AIME by Jean-Michel Lorain,13.718885,100.54632600000001,Bangkok,Thailand,French contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,1
394,Saawaan,13.721809,100.53741,Bangkok,Thailand,Thai Contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,1
395,Le Du,13.725005,100.52939,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,1
396,Ruean Panya,13.558403,100.28264,Bangkok,Thailand,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,1
397,PRU,8.034298,98.2764,Phuket,Thailand,Innovative,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,1
398,Blue Duck Tavern,38.905373,-77.05128,"Washington, D.C.",Washington DC,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,1
399,Tail Up Goat,38.9235,-77.043274,"Washington, D.C.",Washington DC,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,1
400,Komi,38.910107,-77.03836,"Washington, D.C.",Washington DC,Mediterranean,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,1
401,Sushi Taro,38.909991999999995,-77.03834,"Washington, D.C.",Washington DC,Japanese,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,1
402,Plume,38.906,-77.03671,"Washington, D.C.",Washington DC,European,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,1
403,Siren by RW,38.907776,-77.035446,"Washington, D.C.",Washington DC,Seafood,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,1
404,Bresca,38.91584,-77.0321,"Washington, D.C.",Washington DC,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,1
405,The Dabney,38.906292,-77.024666,"Washington, D.C.",Washington DC,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,1
406,Métier,38.903503,-77.0218,"Washington, D.C.",Washington DC,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,1
407,Kinship,38.903282,-77.0218,"Washington, D.C.",Washington DC,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,1
408,Fiola,38.89416,-77.02032,"Washington, D.C.",Washington DC,Italian,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,1
409,Masseria,38.909504,-76.99908,"Washington, D.C.",Washington DC,Italian,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,1
410,Rose's Luxury,38.88064,-76.99515,"Washington, D.C.",Washington DC,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,1
411,Loch Bay,57.514869999999995,-6.57114,Waternish,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,1
412,Braidwoods,55.69474,-4.7425,Dalry,United Kingdom,Classic cuisine,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,1
413,Eipic,54.595898,-5.932242400000001,Belfast,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,1
414,OX,54.59891,-5.9219800000000005,Belfast,United Kingdom,Modern British,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,1
415,The Peat Inn,56.27861,-2.8845797,Peat Inn,United Kingdom,Classic cuisine,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,1
416,Kitchin,55.976967,-3.1728419999999997,Leith,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,1
417,Martin Wishart,55.975519999999996,-3.1701900000000003,Leith,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,1
418,Number One,55.952980000000004,-3.18966,Edinburgh,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,1
419,21212,55.95674,-3.18018,Edinburgh,United Kingdom,Creative,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,1
420,The Cellar,56.222126,-2.6963209999999997,Anstruther,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,1
421,Forest Side,54.46396,-3.0157998,Grasmere,United Kingdom,Modern British,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,1
422,HRiSHi,54.35013000000001,-2.91172,Bowness-on-Windermere,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,1
423,Rogan & Co,54.20074,-2.95464,Cartmel,United Kingdom,Creative British,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,1
424,House of Tides,54.967580000000005,-1.61127,Newcastle upon Tyne,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,1
425,Sosban & The Old Butchers,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,1
426,Northcote,53.80933,-2.4476,Langho,United Kingdom,Modern British,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,1
427,Yorke Arms,54.13435,-1.8183095,Pateley Bridge,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,1
428,Fraiche,53.38183000000001,-3.04307,Birkenhead,United Kingdom,Creative,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,1
429,White Swan,53.83916,-2.25097,Fence,United Kingdom,Modern British,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,1
430,Tyddyn Llan,52.92405,-3.44329,Llandrillo,United Kingdom,Classic cuisine,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,1
431,Ynyshir,52.54476,-3.9449099999999997,Machynlleth,United Kingdom,Creative,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,1
432,Black Swan,54.21205,-1.1879198999999998,Oldstead,United Kingdom,Modern British,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,1
433,Simon Radley at Chester Grosvenor,53.19064,-2.8891299999999998,Chester,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,1
434,Star Inn at Harome,54.23101,-1.01023,Harome,United Kingdom,Modern British,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,1
435,The Man Behind The Curtain,53.798286,-1.5399370000000001,Leeds,United Kingdom,Creative,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,1
436,The Checkers,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,French,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,1
437,Pipe and Glass,53.8955,-0.53301,South Dalton,United Kingdom,Modern British,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,1
438,Fischer's at Baslow Hall,53.25055,-1.6269798,Baslow,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,1
439,Winteringham Fields,53.687780000000004,-0.59013,Winteringham,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,1
440,Thomas Carr @ The Olive Room,51.209476,-4.118807,Ilfracombe,United Kingdom,Seafood,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,1
441,Walnut Tree,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,Modern British,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,1
442,Paul Ainsworth at No.6,50.541534000000006,-4.9398518,Padstow,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,1
443,Simpsons,52.46925,-1.9238800999999999,Birmingham,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,1
444,Purnell's,52.48268,-1.9018,Birmingham,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,1
445,Adam's,52.47964,-1.9002860000000001,Birmingham,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,1
446,Outlaw's Fish Kitchen,50.59206,-4.832,Port Isaac,United Kingdom,Seafood,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,1
447,Carters of Moseley,52.44588,-1.8838400000000002,Birmingham,United Kingdom,Modern British,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,1
448,Peel's,52.4259,-1.7053599999999998,Hampton in Arden,United Kingdom,Creative British,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,1
449,John's House,52.73295,-1.145851,Mountsorrel,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,1
450,The Whitebrook,51.759696999999996,-2.686909,Whitebrook,United Kingdom,Modern British,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,1
451,James Sommerin,51.434387,-3.167951,Penarth,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,1
452,Driftwood,50.1889,-4.97088,Portscatho,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,1
453,The Cross at Kenilworth,52.350315,-1.5801147,Kenilworth,United Kingdom,Classic cuisine,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,1
454,Masons Arms,50.995470000000005,-3.6716300000000004,Knowstone,United Kingdom,Classic French,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,1
455,Salt,52.18963,-1.7092043000000001,Stratford-upon-Avon,United Kingdom,Modern British,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,1
456,Le Champignon Sauvage,51.891459999999995,-2.07912,Cheltenham,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,1
457,Gidleigh Park,50.67658,-3.87354,Chagford,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,1
458,Hambleton Hall,52.65736999999999,-0.6681199999999999,Upper Hambleton,United Kingdom,Classic cuisine,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,1
459,wilks,51.46737,-2.6069899,Bristol,United Kingdom,Modern British,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,1
460,Bulrush,51.46278,-2.5977580000000002,Bristol,United Kingdom,Modern British,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,1
461,Casamia,51.447254,-2.5940727999999997,Bristol,United Kingdom,Creative,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,1
462,Paco Tapas,51.44647,-2.5935799999999998,Bristol,United Kingdom,Spanish,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,1
463,Pony & Trap,51.34938,-2.5925993999999997,Chew Magna,United Kingdom,Modern British,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,1
464,The Dining Room,51.58376,-2.14954,Malmesbury,United Kingdom,Asian influences,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,1
465,Bybrook,51.49382,-2.23212,Castle Combe,United Kingdom,Modern British,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,1
466,Restaurant Hywel Jones by Lucknam Park,51.455020000000005,-2.25941,Colerne,United Kingdom,Modern British,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,1
467,Olive Tree,51.38707,-2.3627,Bath,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,1
468,Lympstone Manor,50.64069,-3.4186062999999995,Lympstone,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,1
469,The Neptune,52.9511,0.50927,Hunstanton,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,1
470,Elephant,50.458529999999996,-3.5243800000000003,Torquay,United Kingdom,Modern British,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,1
471,Oxford Kitchen,51.776733,-1.264794,Oxford,United Kingdom,Modern British,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,1
472,Nut Tree,51.83618,-1.1499,Murcott,United Kingdom,Traditional British,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,1
473,Morston Hall,52.954730000000005,0.98729,Morston,United Kingdom,Modern British,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,1
474,Red Lion Freehouse,51.2736,-1.8007996,East Chisenbury,United Kingdom,Classic cuisine,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,1
475,Blackbird,51.420887,-1.3493548999999998,Newbury,United Kingdom,Classic cuisine,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,1
476,Woodspeen,51.415802,-1.353532,Newbury,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,1
477,The Coach,51.571712,-0.7772678000000001,Marlow,United Kingdom,Modern British,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,1
478,Crown,51.524807,-0.7915291,Burchett's Green,United Kingdom,Regional cuisine,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,1
479,L'Ortolan,51.40833,-0.9542898000000001,Shinfield,United Kingdom,French,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,1
480,Hinds Head,51.51265,-0.6964100000000001,Bray,United Kingdom,Traditional British,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,1
481,Black Rat,51.057959999999994,-1.3069496999999999,Winchester,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,1
482,Matt Worswick at The Latymer,51.35764,-0.7086128,Bagshot,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,1
483,Coworth Park,51.40463,-0.616715,Ascot,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,1
484,Tudor Room,51.417590000000004,-0.545847,Egham,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,1
485,The Glasshouse,51.4771,-0.28574,Kew,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,1
486,La Trompette,51.49222,-0.25619000000000003,Chiswick,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,1
487,Tim Allen's Flitch of Bacon,51.867470000000004,0.404134,Little Dunmow,United Kingdom,Modern British,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,1
488,River Café,51.48395,-0.22423,Hammersmith,United Kingdom,Italian,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,1
489,Kitchen W8,51.499179999999996,-0.19692,Kensington,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,1
490,Trishna,51.51834,-0.153031,Marylebone,United Kingdom,Indian,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,1
491,Roganic,51.518314000000004,-0.1520875,Marylebone,United Kingdom,Creative British,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,1
492,Locanda Locatelli,51.51514,-0.15675,Marylebone,United Kingdom,Italian,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,1
493,Texture,51.51488,-0.15664,Marylebone,United Kingdom,Creative,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,1
494,Portland,51.519726,-0.142555,Regent's Park,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,1
495,Harwood Arms,51.48291,-0.19651,Fulham,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,1
496,Pied à Terre,51.519,-0.13510999999999998,Bloomsbury,United Kingdom,Creative,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,1
497,The Ninth,51.51875,-0.1350068,Bloomsbury,United Kingdom,Mediterranean cuisine,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,1
498,Kai,51.50871,-0.15162,Mayfair,United Kingdom,Chinese,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,1
499,Pollen Street Social,51.5133,-0.14234000000000002,Mayfair,United Kingdom,Creative,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,1
500,Hakkasan Mayfair,51.51037,-0.14475,Mayfair,United Kingdom,Chinese,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,1
501,The Square,51.510690000000004,-0.14401,Mayfair,United Kingdom,Creative French,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,1
502,Alyn Williams at The Westbury,51.511179999999996,-0.14303,Mayfair,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury,1
503,Benares,51.50973,-0.14494,Mayfair,United Kingdom,Indian,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares,1
504,Hakkasan Hanway Place,51.5171,-0.13144,Bloomsbury,United Kingdom,Chinese,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,1
505,Social Eating House,51.51383,-0.13673,Soho,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,1
506,Galvin at Windows,51.505390000000006,-0.15039,Mayfair,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,1
507,Murano,51.50707,-0.14722000000000002,Mayfair,United Kingdom,Italian,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,1
508,Marcus,51.501709999999996,-0.15614,Belgravia,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,1
509,Sabor,51.511368,-0.1396773,Mayfair,United Kingdom,Spanish,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,1
510,Clock House,51.30044,-0.49287,Ripley,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,1
511,Yauatcha Soho,51.51367,-0.1352,Soho,United Kingdom,Chinese,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,1
512,Céleste,51.502421999999996,-0.15226170000000003,Belgravia,United Kingdom,Creative French,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste,1
513,Gymkhana,51.50854,-0.14154,Mayfair,United Kingdom,Indian,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,1
514,Amaya,51.49912,-0.15730999999999998,Belgravia,United Kingdom,Indian,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya,1
515,Pétrus,51.49951,-0.15662,Belgravia,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,1
516,Veeraswamy,51.51008,-0.13809000000000002,Mayfair,United Kingdom,Indian,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy,1
517,Barrafina,51.51375,-0.1318,Soho,United Kingdom,Spanish,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina,1
518,Hide,51.506077000000005,-0.144289,Mayfair,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide,1
519,Ritz Restaurant,51.50728,-0.14140999999999998,Westminster,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,1
520,Elystan Street,51.491240000000005,-0.16724,Chelsea,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street,1
521,Seven Park Place,51.50623,-0.13998,Saint James's,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place,1
522,Ikoyi,51.509212,-0.1334389,Saint James's,United Kingdom,Creative,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi,1
523,Aquavit,51.508713,-0.1334072,Saint James's,United Kingdom,Scandinavian,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082,1
524,Five Fields,51.49168,-0.16124000000000002,Chelsea,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields,1
525,Dining Room at The Goring,51.49763,-0.14556,Victoria,United Kingdom,Traditional British,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring,1
526,St John,51.52064,-0.10132999999999999,Clerkenwell,United Kingdom,Traditional British,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john,1
527,Quilon,51.49863,-0.13726,Victoria,United Kingdom,Indian,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon,1
528,Club Gascon,51.518570000000004,-0.10031,London,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon,1
